input_text,target_text,direction,source,confidence_score,input_length,target_length,word_count_input,word_count_target
[damn] he is [poko]!,Poko,standard_to_slang,urban_dictionary_mega,0.0,20,4,4,1
An too thuggin' for their own,thugnik,standard_to_slang,urban_dictionary_mega,0.0,29,7,6,1
"Acronym for the phrase, "" out there",GTDOT,standard_to_slang,urban_dictionary_mega,0.0,35,5,7,1
"""[Chris] [is right] bro!"" ""You need to GTDOT, and [handle that] ass!""",GTDOT,standard_to_slang,urban_dictionary_mega,0.0,69,5,12,1
To do something involving that end in charges,Feloniously,standard_to_slang,urban_dictionary_mega,0.0,45,11,8,1
It stands for a fat kid who on never worrying about anything important,dafler,standard_to_slang,urban_dictionary_mega,0.0,70,6,13,1
Adahli is an exceptionally quirky and odd kind of girl,Adahli,standard_to_slang,urban_dictionary_mega,0.0,54,6,10,1
"Ex.

Aslan: ""Did you know the whole [golden trio] has a crush on you [Aris]?""
[The Golden Trio]: ""Hey, bro what no we don't stop lying!""",Aslan,standard_to_slang,urban_dictionary_mega,0.0,137,5,26,1
Usually strong and handsome male and the Best Black Player In The World and is also attracted to Women,Modathir,standard_to_slang,urban_dictionary_mega,0.0,102,8,19,1
A content who is both a and Flesh -,Vleshtuber,standard_to_slang,urban_dictionary_mega,0.0,35,10,9,1
Extreme,Factos,standard_to_slang,urban_dictionary_mega,0.0,7,6,1,1
"[Dan]: [Steph Curry] is the best 3-point [shooter] ever
Dave: Factos!",Factos,standard_to_slang,urban_dictionary_mega,0.0,70,6,11,1
Someone who enjoys the kink of ; taking on the of,human pup,standard_to_slang,urban_dictionary_mega,0.0,49,9,11,2
"To be attracted to by a athourity figures, such as teacher",Starke Naked,standard_to_slang,urban_dictionary_mega,0.0,58,12,11,2
"Someone who radiates the energy of , , and",Wet Stone,standard_to_slang,urban_dictionary_mega,0.0,42,9,9,2
"Often children, the creation of phones has been a disaster",stuck in an online world,standard_to_slang,urban_dictionary_mega,0.0,58,24,10,5
"She [isn’t] the same person [in real life], she’s [Stuck in an Online world]",stuck in an online world,standard_to_slang,urban_dictionary_mega,0.0,76,24,14,5
"You have a personality, and very",stalesanality,standard_to_slang,urban_dictionary_mega,0.0,32,13,6,1
When one is being told to something one say “ this”,Snurf,standard_to_slang,urban_dictionary_mega,0.0,51,5,11,1
Wow these [flowers] [smell good] “[snurf] this”,Snurf,standard_to_slang,urban_dictionary_mega,0.0,47,5,7,1
refers to (because money= and dough=bread),Lets get this bread,standard_to_slang,urban_dictionary_mega,0.0,42,19,6,4
Ryan walked into work and [greeted] his buddy [Jacob] by saying ¨[Yoooo]!!! Lets get this bread¨,Lets get this bread,standard_to_slang,urban_dictionary_mega,0.0,96,19,16,4
Leanne is an asshole who alone,Leanne,standard_to_slang,urban_dictionary_mega,0.0,30,6,6,1
Typical average - si quema o no quema Me a -,si quema o no quema,standard_to_slang,urban_dictionary_mega,0.0,44,19,11,5
"it means the bowl of methamphetamine , similar to",9/3,standard_to_slang,urban_dictionary_mega,0.0,49,3,9,1
A female with very and is extremly easly into sexual relations also known as or skank,scohg,standard_to_slang,urban_dictionary_mega,0.0,85,5,16,1
90% 10% man,man turtle,standard_to_slang,urban_dictionary_mega,0.0,11,10,3,2
"While under the influence of alcohol or any other substance, you attempt to do on a floor",Betty Roll,standard_to_slang,urban_dictionary_mega,0.0,89,10,17,2
A two-person version of where each player starts the game with one fist or foot fully inserted inside the other person's anus,Rusty Knot,standard_to_slang,urban_dictionary_mega,0.0,125,10,22,2
"Chloe was going to go for the usual Sunday [blumpkin], but the smell of salty sea air aroused her senses into [rummaging] through the board game [cabinet] and unveiling Rusty Knot. The boys were not disappointed.",Rusty Knot,standard_to_slang,urban_dictionary_mega,0.0,212,10,36,2
A made by humans in time of need,Voosh,standard_to_slang,urban_dictionary_mega,0.0,32,5,8,1
"a name commonly taken by people in the imapimp group, used only to annoy people in and other gay internet people spend waaaaaaaay to much time on",pimpo,standard_to_slang,urban_dictionary_mega,0.0,145,5,27,1
getting ur cock and wiping it on ur and rubbing ur thumb on their,good batch,standard_to_slang,urban_dictionary_mega,0.0,65,10,14,2
"“Omg there is a [ian maxfield] in [my school]”
“[Jesus] your a ian maxfield”",Ian maxfield,standard_to_slang,urban_dictionary_mega,0.0,77,12,14,2
"not just any , a plumberologist is a plumber in of plumberology",plumberologist,standard_to_slang,urban_dictionary_mega,0.0,63,14,12,1
[You are] [such a] [wonderful] plumberologist!,plumberologist,standard_to_slang,urban_dictionary_mega,0.0,46,14,6,1
The act of killing an extremely loud person,Snoricide,standard_to_slang,urban_dictionary_mega,0.0,43,9,8,1
"""This is clearly a case of [snoricide]. He died as a result of futile efforts to get him to wake up and stop [snoring]. At times attempts to get him to wake up included kicking, poking, jumping on the bed and loudly [sighing] 'wake-up and stop snoring dammit!' to no avail. The outcome was inevitable.""",Snoricide,standard_to_slang,urban_dictionary_mega,0.0,302,9,55,1
A at a,Joey,standard_to_slang,urban_dictionary_mega,0.0,6,4,3,1
a social media star that can support whatever you do & understand you alot,JayyVersace,standard_to_slang,urban_dictionary_mega,0.0,74,11,14,1
The process whereby a gaming figure causes the - but not immediate - of another first person gaming character,fatalitate,standard_to_slang,urban_dictionary_mega,0.0,109,10,19,1
seth is [gay] [around] [the bois],seth,standard_to_slang,urban_dictionary_mega,0.0,33,4,6,1
Pattycake is a fat ass,Pattycake,standard_to_slang,urban_dictionary_mega,0.0,22,9,5,1
"""Damn, Krystal got a [pattycake]! [I'd hit that] pattycake any day!"" [Said John] to his friend Nick.",Pattycake,standard_to_slang,urban_dictionary_mega,0.0,100,9,17,1
The worlds most sexiest person alive,Harmeet,standard_to_slang,urban_dictionary_mega,0.0,36,7,6,1
"A that isn't just about , love",Love Fuck,standard_to_slang,urban_dictionary_mega,0.0,30,9,7,2
That one fuckboy in your who isn't from,Nate,standard_to_slang,urban_dictionary_mega,0.0,39,4,8,1
You could [hear] [the gas] ejecting from his [star cannon].,Star Cannon,standard_to_slang,urban_dictionary_mega,0.0,59,11,10,2
"a overly muscular male, usually possessing a",thickneck,standard_to_slang,urban_dictionary_mega,0.0,44,9,7,1
the for a 'crumpet',piklet,standard_to_slang,urban_dictionary_mega,0.0,19,6,4,1
“Sharticus” is to describe someone who,Sharticus,standard_to_slang,urban_dictionary_mega,0.0,38,9,6,1
Jeff: *[sharts]* [Jerry]: Jeff is such a [sharticus],Sharticus,standard_to_slang,urban_dictionary_mega,0.0,52,9,8,1
Similar to a,Bitchfixer,standard_to_slang,urban_dictionary_mega,0.0,12,10,3,1
"Guy one: Dude, this bitch wont stop fuckin sayin shit about my girl.
Guy two: [call up] [Cali], shes a [bitchfixer].
Guy one: good idea!",Bitchfixer,standard_to_slang,urban_dictionary_mega,0.0,138,10,25,1
The act of putting ones foot in a vagina,pussy foot,standard_to_slang,urban_dictionary_mega,0.0,40,10,9,2
"[The hole] [isnt] [big enough], pussy foot me!",pussy foot,standard_to_slang,urban_dictionary_mega,0.0,46,10,8,2
a who has the worst attitude and best friends on the planet gets into many fights and fairly loses and wins as she chooses and don't try her because she'll you to mouth back at her,Meenah,standard_to_slang,urban_dictionary_mega,0.0,180,6,36,1
that is a fuckwit/,fuckwit,standard_to_slang,urban_dictionary_mega,0.0,18,7,4,1
This is when you get a before right after a sports,greezy handy,standard_to_slang,urban_dictionary_mega,0.0,50,12,11,2
who always,Dhairaya,standard_to_slang,urban_dictionary_mega,0.0,10,8,2,1
[This guy] Is a Dhairaya,Dhairaya,standard_to_slang,urban_dictionary_mega,0.0,24,8,5,1
Noun: 1,Sexual Intellect,standard_to_slang,urban_dictionary_mega,0.0,7,16,2,2
"“[That woman] over there is a damn [sexual intellect]”, [Carey] remarked to his brothers.",Sexual Intellect,standard_to_slang,urban_dictionary_mega,0.0,89,16,14,2
"Man [nancy Pelosi] sure is ugly
[Nancy Pelosi] needs to [retire]",Ugly,standard_to_slang,urban_dictionary_mega,0.0,65,4,11,1
with a of emotions who's needs and wants are a combination of computer games and da ladies,F4hy,standard_to_slang,urban_dictionary_mega,0.0,90,4,17,1
Future makes when he on a,ladidadida,standard_to_slang,urban_dictionary_mega,0.0,25,10,6,1
The most annoying there,Freddy Fazbear,standard_to_slang,urban_dictionary_mega,0.0,23,14,4,2
The of,Vagigglewiggle,standard_to_slang,urban_dictionary_mega,0.0,6,14,2,1
Evelynroze is a multi-talented singer/songwriter from The Northeast USA with a really motivational story,Evelynroze,standard_to_slang,urban_dictionary_mega,0.0,104,10,14,1
Evelynroze will be one of [the biggest] [artists] ever [one day],Evelynroze,standard_to_slang,urban_dictionary_mega,0.0,64,10,11,1
A glorpascorp is someone who deserves cock shoved inside them they,glorpascorp,standard_to_slang,urban_dictionary_mega,0.0,66,11,11,1
[OMG] she Is [such a] glorpascorp,glorpascorp,standard_to_slang,urban_dictionary_mega,0.0,33,11,6,1
The Brawn James is a version of,The Brawn James,standard_to_slang,urban_dictionary_mega,0.0,31,15,7,3
A with that plays a lot of,Dirty Daspin,standard_to_slang,urban_dictionary_mega,0.0,26,12,7,2
"An , weekend home built with re-useable",Eco-Weekeno,standard_to_slang,urban_dictionary_mega,0.0,39,11,7,1
When a female Japanese midget you from behind ( if in ),the japanese eggplant,standard_to_slang,urban_dictionary_mega,0.0,55,21,12,3
"While recieving oral sex from a bitch, just before , you pull out and jizz on her face",Black Panther,standard_to_slang,urban_dictionary_mega,0.0,86,13,18,2
Something/Someone that is,Elixir,standard_to_slang,urban_dictionary_mega,0.0,25,6,3,1
[Wow]! That is SO Elixir.,Elixir,standard_to_slang,urban_dictionary_mega,0.0,25,6,5,1
There are people who go as far as to think you're and not just if you don't laugh at their joke,Joke,standard_to_slang,urban_dictionary_mega,0.0,95,4,21,1
"A type of that is beyond the of your responsibilities, or something you really feel like doing",escalatory,standard_to_slang,urban_dictionary_mega,0.0,94,10,17,1
"""This [problem] looks escalatory, make [Steve] [do it].""",escalatory,standard_to_slang,urban_dictionary_mega,0.0,56,10,8,1
"A strong, , and very funny girl",Alliana,standard_to_slang,urban_dictionary_mega,0.0,31,7,7,1
"""[That girl] is so [awesome]! Who is she?""

""Yeah, that [awesome girl] is Alliana.""",Alliana,standard_to_slang,urban_dictionary_mega,0.0,83,7,14,1
"After a sporting event; when your teammate is washing his hair and his eyes are closed, someone sneaks up behind him and checks his oil with their thumb (quickly slips a thumb in his ass), then runs off before he is able to away and identify the",Rusty Ninja,standard_to_slang,urban_dictionary_mega,0.0,245,11,47,2
Very kinda pretty sweet and caring person the one in and always is good,ahlaleh,standard_to_slang,urban_dictionary_mega,0.0,71,7,14,1
Lucian is someone who acts like an year old,Lucian,standard_to_slang,urban_dictionary_mega,0.0,43,6,9,1
"A subconscious to remember or tell jokes, in part or completely, due to the fact that telling jokes joy and happiness to others",Joke-slexia,standard_to_slang,urban_dictionary_mega,0.0,127,11,23,1
"The rare act of shitting, , and all at the same time",shigasmeze,standard_to_slang,urban_dictionary_mega,0.0,52,10,12,1
We all miss [Smitty]. A man of rare gifts. One to attempt to experience all of the world's pleasures; [until the day] he happened to glance at the sun while receiving oral sex on the toilet. The burst of flame was witnessed for miles and his cries of pleasure shall be remembered for generations to come. A [Shigasmeze] for the ages.,shigasmeze,standard_to_slang,urban_dictionary_mega,0.0,333,10,61,1
"*not to be confused with an average , which would be someone sexually attracted to dead people",meme necrophilic,standard_to_slang,urban_dictionary_mega,0.0,94,16,17,2
"The practice of a minaturist, whom engulfs their art piece with art and surrealness",Miniaturisim,standard_to_slang,urban_dictionary_mega,0.0,83,12,14,1
"The minaturist P.[Locz] from [San Jose], California is taking Miniaturisim to the [next level] with each and every art piece he makes.",Miniaturisim,standard_to_slang,urban_dictionary_mega,0.0,134,12,22,1
Orihinally created and defined by Pete McInerney (deceased) 2017,Raging Moistie,standard_to_slang,urban_dictionary_mega,0.0,64,14,9,2
"I want to be so attracted to him that I get a [raging moistie].
She had the ragingest of [raging] [moisties].",Raging Moistie,standard_to_slang,urban_dictionary_mega,0.0,110,14,21,2
"Neo-rock or negatively refered to as (due to most musicans garnering long hair and beards) is a music genre currently developing in the USA, UK & Australia, mainly in response to the growing staleness, self-indulgence and over-saturation of indie rock bands which has been the only rock movement since the end of Post-punk revival and new rave",Neo-rock,standard_to_slang,urban_dictionary_mega,0.0,343,8,57,1
"[Thad]: ""man some [arctic monkeys] would be [go down] a treat right now"".

Greg: ""you need to get into some Neo-rock man, this isnt 2006 anymore"".",Neo-rock,standard_to_slang,urban_dictionary_mega,0.0,146,8,26,1
"Born on , 1982, is the amazingly talented first American Idol Winner",kelly clarkson,standard_to_slang,urban_dictionary_mega,0.0,68,14,12,2
"""[Kelly Clarkson] is [my favorite] [artist].""",kelly clarkson,standard_to_slang,urban_dictionary_mega,0.0,45,14,6,2
with beautiful eyes that changes as she looks at /sun and,orivan,standard_to_slang,urban_dictionary_mega,0.0,57,6,11,1
"[Jake]: Hey! How is Nikolaj doing?

[Charles]: No, [it’s] Nikolaj!",Nikolaj,standard_to_slang,urban_dictionary_mega,0.0,66,7,10,1
"kobok is a , kobok posseses all knoledge that can be used in life and that is , kobok is a god",kobok,standard_to_slang,urban_dictionary_mega,0.0,94,5,22,1
more intense than just using the word “crap” craplage is only used in situations of extreme,craplage,standard_to_slang,urban_dictionary_mega,0.0,91,8,16,1
"A group based around watching, mocking and informing the world of the hateful and toxic group known as known for there love of every horrible thing in the world namely Nazis, , rape and so on, and a place to chuckle when incels come screaming there stupid",Incel tears,standard_to_slang,urban_dictionary_mega,0.0,255,11,47,2
"Incel tears is a group who gets to laugh at the incel stupidty enjoying such lines as ""hey I just chadfished a girl and then she told me to fuck off after I sent her my real pic, it's cause she doesn't like ugly people not that [I lied] to her [reeeeee]"", and ""why are we seen as pedophiles, I mean we support and defend pedophiles such as Nathan [larson], nah must be cause anyone not an incel is agianst us tree""",Incel tears,standard_to_slang,urban_dictionary_mega,0.0,414,11,82,2
